workload_class,object_class,strategy,trace_architecture_option,high_object_overhead_winner,high_dag_overhead_winner,queue_relief_proxy,added_reconstruction_metadata_proxy,net_queue_effect_proxy,object_threshold_relevant,dag_threshold_relevant,selected_positive_for_queue_help,interaction,evidence_label
multi-agent branch/merge,KV cache,recompute_on_demand,C_trajectory_dag_memory_fabric,A_conventional_request_model_kv_serving,B_memory_object_aware_runtime,0.077112,0.9528,-0.875688,false,false,false,local_tradeoff_only,synthetic
multi-agent branch/merge,KV cache,summary_plus_pointer,C_trajectory_dag_memory_fabric,A_conventional_request_model_kv_serving,B_memory_object_aware_runtime,0.145656,0.6984,-0.552744,true,true,false,can_worsen_or_cause_reversal,synthetic
multi-agent branch/merge,branch state,lossless_compress,C_trajectory_dag_memory_fabric,A_conventional_request_model_kv_serving,B_memory_object_aware_runtime,0.151573,0.39185,-0.240277,true,false,false,local_tradeoff_only,synthetic
multi-agent branch/merge,branch state,offload_full,C_trajectory_dag_memory_fabric,A_conventional_request_model_kv_serving,B_memory_object_aware_runtime,0.111154,0.99483,-0.883676,false,true,false,can_worsen_or_cause_reversal,synthetic
multi-agent branch/merge,branch state,recompute_on_demand,C_trajectory_dag_memory_fabric,A_conventional_request_model_kv_serving,B_memory_object_aware_runtime,0.090944,1.27848,-1.187536,false,false,false,local_tradeoff_only,synthetic
multi-agent branch/merge,branch state,summary_plus_pointer,C_trajectory_dag_memory_fabric,A_conventional_request_model_kv_serving,B_memory_object_aware_runtime,0.171783,0.907773,-0.73599,true,true,false,can_worsen_or_cause_reversal,synthetic
multi-agent branch/merge,durable workspace,lossless_compress,C_trajectory_dag_memory_fabric,A_conventional_request_model_kv_serving,B_memory_object_aware_runtime,0.158853,0.36435,-0.205497,true,false,false,local_tradeoff_only,synthetic
multi-agent branch/merge,durable workspace,offload_full,C_trajectory_dag_memory_fabric,A_conventional_request_model_kv_serving,B_memory_object_aware_runtime,0.116492,0.91233,-0.795838,false,true,false,can_worsen_or_cause_reversal,synthetic
multi-agent branch/merge,durable workspace,recompute_on_demand,C_trajectory_dag_memory_fabric,A_conventional_request_model_kv_serving,B_memory_object_aware_runtime,0.095312,1.14648,-1.051168,false,false,false,local_tradeoff_only,synthetic
multi-agent branch/merge,durable workspace,summary_plus_pointer,C_trajectory_dag_memory_fabric,A_conventional_request_model_kv_serving,B_memory_object_aware_runtime,0.180034,0.85644,-0.676406,true,true,false,can_worsen_or_cause_reversal,synthetic
multi-agent branch/merge,prefix cache,lossless_compress,C_trajectory_dag_memory_fabric,A_conventional_request_model_kv_serving,B_memory_object_aware_runtime,0.130293,0.3135,-0.183207,true,false,false,local_tradeoff_only,synthetic
multi-agent branch/merge,prefix cache,lossy_summarize,C_trajectory_dag_memory_fabric,A_conventional_request_model_kv_serving,B_memory_object_aware_runtime,0.182411,0.4476,-0.265189,false,false,false,local_tradeoff_only,synthetic
multi-agent branch/merge,prefix cache,offload_full,C_trajectory_dag_memory_fabric,A_conventional_request_model_kv_serving,B_memory_object_aware_runtime,0.095548,0.8073,-0.711752,false,true,false,can_worsen_or_cause_reversal,synthetic
multi-agent branch/merge,prefix cache,recompute_on_demand,C_trajectory_dag_memory_fabric,A_conventional_request_model_kv_serving,B_memory_object_aware_runtime,0.078176,1.0608,-0.982624,false,false,false,local_tradeoff_only,synthetic
multi-agent branch/merge,prefix cache,summary_plus_pointer,C_trajectory_dag_memory_fabric,A_conventional_request_model_kv_serving,B_memory_object_aware_runtime,0.147666,0.7404,-0.592734,true,true,false,can_worsen_or_cause_reversal,synthetic
multi-agent branch/merge,tool output,lossless_compress,C_trajectory_dag_memory_fabric,A_conventional_request_model_kv_serving,B_memory_object_aware_runtime,0.14812,0.387267,-0.239147,true,false,false,local_tradeoff_only,synthetic
multi-agent branch/merge,tool output,offload_full,C_trajectory_dag_memory_fabric,A_conventional_request_model_kv_serving,B_memory_object_aware_runtime,0.108621,0.98108,-0.872459,false,true,false,can_worsen_or_cause_reversal,synthetic
multi-agent branch/merge,tool output,recompute_on_demand,C_trajectory_dag_memory_fabric,A_conventional_request_model_kv_serving,B_memory_object_aware_runtime,0.088872,1.25648,-1.167608,false,false,false,local_tradeoff_only,synthetic
multi-agent branch/merge,tool output,summary_plus_pointer,C_trajectory_dag_memory_fabric,A_conventional_request_model_kv_serving,B_memory_object_aware_runtime,0.167869,0.899218,-0.731349,true,true,false,can_worsen_or_cause_reversal,synthetic
multi-agent branch/merge,trajectory log,lossless_compress,C_trajectory_dag_memory_fabric,A_conventional_request_model_kv_serving,B_memory_object_aware_runtime,0.14056,0.39185,-0.25129,true,false,false,can_worsen_or_cause_reversal,synthetic
multi-agent branch/merge,trajectory log,offload_full,C_trajectory_dag_memory_fabric,A_conventional_request_model_kv_serving,B_memory_object_aware_runtime,0.103077,0.99483,-0.891753,false,true,false,can_worsen_or_cause_reversal,synthetic
multi-agent branch/merge,trajectory log,recompute_on_demand,C_trajectory_dag_memory_fabric,A_conventional_request_model_kv_serving,B_memory_object_aware_runtime,0.084336,1.27848,-1.194144,false,false,false,local_tradeoff_only,synthetic
multi-agent branch/merge,trajectory log,summary_plus_pointer,C_trajectory_dag_memory_fabric,A_conventional_request_model_kv_serving,B_memory_object_aware_runtime,0.159301,0.907773,-0.748472,true,true,false,can_worsen_or_cause_reversal,synthetic
multi-agent branch/merge,verifier state,lossless_compress,C_trajectory_dag_memory_fabric,A_conventional_request_model_kv_serving,B_memory_object_aware_runtime,0.14168,0.3781,-0.23642,true,false,false,local_tradeoff_only,synthetic
multi-agent branch/merge,verifier state,offload_full,C_trajectory_dag_memory_fabric,A_conventional_request_model_kv_serving,B_memory_object_aware_runtime,0.103899,0.95358,-0.849681,false,true,false,can_worsen_or_cause_reversal,synthetic
multi-agent branch/merge,verifier state,recompute_on_demand,C_trajectory_dag_memory_fabric,A_conventional_request_model_kv_serving,B_memory_object_aware_runtime,0.085008,1.21248,-1.127472,false,false,false,local_tradeoff_only,synthetic
multi-agent branch/merge,verifier state,summary_plus_pointer,C_trajectory_dag_memory_fabric,A_conventional_request_model_kv_serving,B_memory_object_aware_runtime,0.160571,0.882107,-0.721536,true,true,false,can_worsen_or_cause_reversal,synthetic
multi-agent branch/merge,weights,lossless_compress,C_trajectory_dag_memory_fabric,A_conventional_request_model_kv_serving,B_memory_object_aware_runtime,0.21112,0.2685,-0.05738,true,false,false,local_tradeoff_only,synthetic
multi-agent branch/merge,weights,offload_full,C_trajectory_dag_memory_fabric,A_conventional_request_model_kv_serving,B_memory_object_aware_runtime,0.154821,0.6723,-0.517479,false,true,false,can_worsen_or_cause_reversal,synthetic
multi-agent branch/merge,weights,recompute_on_demand,C_trajectory_dag_memory_fabric,A_conventional_request_model_kv_serving,B_memory_object_aware_runtime,0.126672,0.8448,-0.718128,false,false,false,local_tradeoff_only,synthetic
multi-agent branch/merge,weights,summary_plus_pointer,C_trajectory_dag_memory_fabric,A_conventional_request_model_kv_serving,B_memory_object_aware_runtime,0.239269,0.6564,-0.417131,true,true,false,can_worsen_or_cause_reversal,synthetic
single-turn chat control,KV cache,lossless_compress,A_conventional_request_model_kv_serving,A_conventional_request_model_kv_serving,A_conventional_request_model_kv_serving,0.045733,0.236,-0.190267,false,false,false,local_tradeoff_only,synthetic
single-turn chat control,KV cache,offload_full,A_conventional_request_model_kv_serving,A_conventional_request_model_kv_serving,A_conventional_request_model_kv_serving,0.033538,0.5748,-0.541262,false,false,false,local_tradeoff_only,synthetic
single-turn chat control,KV cache,recompute_on_demand,A_conventional_request_model_kv_serving,A_conventional_request_model_kv_serving,A_conventional_request_model_kv_serving,0.02744,0.6888,-0.66136,false,false,false,local_tradeoff_only,synthetic
single-turn chat control,KV cache,summary_plus_pointer,A_conventional_request_model_kv_serving,A_conventional_request_model_kv_serving,A_conventional_request_model_kv_serving,0.051831,0.595733,-0.543902,false,false,false,local_tradeoff_only,synthetic
single-turn chat control,intermediate scratch,lossless_compress,A_conventional_request_model_kv_serving,A_conventional_request_model_kv_serving,A_conventional_request_model_kv_serving,0.046067,0.1635,-0.117433,false,false,false,local_tradeoff_only,synthetic
single-turn chat control,intermediate scratch,lossy_summarize,A_conventional_request_model_kv_serving,A_conventional_request_model_kv_serving,A_conventional_request_model_kv_serving,0.064493,0.2476,-0.183107,false,false,false,local_tradeoff_only,synthetic
single-turn chat control,intermediate scratch,offload_full,A_conventional_request_model_kv_serving,A_conventional_request_model_kv_serving,A_conventional_request_model_kv_serving,0.033782,0.3573,-0.323518,false,false,false,local_tradeoff_only,synthetic
single-turn chat control,intermediate scratch,recompute_on_demand,A_conventional_request_model_kv_serving,A_conventional_request_model_kv_serving,A_conventional_request_model_kv_serving,0.02764,0.3408,-0.31316,false,false,false,local_tradeoff_only,synthetic
single-turn chat control,intermediate scratch,summary_plus_pointer,A_conventional_request_model_kv_serving,A_conventional_request_model_kv_serving,A_conventional_request_model_kv_serving,0.052209,0.4604,-0.408191,false,false,false,local_tradeoff_only,synthetic
single-turn chat control,prefix cache,lossless_compress,A_conventional_request_model_kv_serving,A_conventional_request_model_kv_serving,A_conventional_request_model_kv_serving,0.046467,0.1635,-0.117033,false,false,false,local_tradeoff_only,synthetic
single-turn chat control,prefix cache,lossy_summarize,A_conventional_request_model_kv_serving,A_conventional_request_model_kv_serving,A_conventional_request_model_kv_serving,0.065053,0.2476,-0.182547,false,false,false,local_tradeoff_only,synthetic
single-turn chat control,prefix cache,offload_full,A_conventional_request_model_kv_serving,A_conventional_request_model_kv_serving,A_conventional_request_model_kv_serving,0.034076,0.3573,-0.323224,false,false,false,local_tradeoff_only,synthetic
single-turn chat control,prefix cache,recompute_on_demand,A_conventional_request_model_kv_serving,A_conventional_request_model_kv_serving,A_conventional_request_model_kv_serving,0.02788,0.3408,-0.31292,false,false,false,local_tradeoff_only,synthetic
single-turn chat control,prefix cache,summary_plus_pointer,A_conventional_request_model_kv_serving,A_conventional_request_model_kv_serving,A_conventional_request_model_kv_serving,0.052662,0.4604,-0.407738,false,false,false,local_tradeoff_only,synthetic
single-turn chat control,weights,lossless_compress,A_conventional_request_model_kv_serving,A_conventional_request_model_kv_serving,A_conventional_request_model_kv_serving,0.075267,0.2685,-0.193233,false,false,false,local_tradeoff_only,synthetic
single-turn chat control,weights,offload_full,A_conventional_request_model_kv_serving,A_conventional_request_model_kv_serving,A_conventional_request_model_kv_serving,0.055196,0.6723,-0.617104,false,false,false,local_tradeoff_only,synthetic
single-turn chat control,weights,recompute_on_demand,A_conventional_request_model_kv_serving,A_conventional_request_model_kv_serving,A_conventional_request_model_kv_serving,0.04516,0.8448,-0.79964,false,false,false,local_tradeoff_only,synthetic
single-turn chat control,weights,summary_plus_pointer,A_conventional_request_model_kv_serving,A_conventional_request_model_kv_serving,A_conventional_request_model_kv_serving,0.085302,0.6564,-0.571098,false,false,false,local_tradeoff_only,synthetic
verification-heavy,KV cache,lossless_compress,C_trajectory_dag_memory_fabric,A_conventional_request_model_kv_serving,B_memory_object_aware_runtime,0.128427,0.291,-0.162573,true,false,false,local_tradeoff_only,synthetic
verification-heavy,KV cache,offload_full,C_trajectory_dag_memory_fabric,A_conventional_request_model_kv_serving,B_memory_object_aware_runtime,0.09418,0.7398,-0.64562,false,true,false,can_worsen_or_cause_reversal,synthetic
verification-heavy,KV cache,recompute_on_demand,C_trajectory_dag_memory_fabric,A_conventional_request_model_kv_serving,B_memory_object_aware_runtime,0.077056,0.9528,-0.875744,false,false,false,local_tradeoff_only,synthetic
verification-heavy,KV cache,summary_plus_pointer,C_trajectory_dag_memory_fabric,A_conventional_request_model_kv_serving,B_memory_object_aware_runtime,0.14555,0.6984,-0.55285,true,true,false,can_worsen_or_cause_reversal,synthetic
verification-heavy,branch state,lossless_compress,C_trajectory_dag_memory_fabric,A_conventional_request_model_kv_serving,B_memory_object_aware_runtime,0.145787,0.368933,-0.223146,true,false,false,local_tradeoff_only,synthetic
verification-heavy,branch state,offload_full,C_trajectory_dag_memory_fabric,A_conventional_request_model_kv_serving,B_memory_object_aware_runtime,0.10691,0.92608,-0.81917,false,true,false,can_worsen_or_cause_reversal,synthetic
verification-heavy,branch state,recompute_on_demand,C_trajectory_dag_memory_fabric,A_conventional_request_model_kv_serving,B_memory_object_aware_runtime,0.087472,1.16848,-1.081008,false,false,false,local_tradeoff_only,synthetic
verification-heavy,branch state,summary_plus_pointer,C_trajectory_dag_memory_fabric,A_conventional_request_model_kv_serving,B_memory_object_aware_runtime,0.165225,0.864996,-0.699771,true,true,false,can_worsen_or_cause_reversal,synthetic
verification-heavy,tool output,lossless_compress,C_trajectory_dag_memory_fabric,A_conventional_request_model_kv_serving,B_memory_object_aware_runtime,0.147653,0.359767,-0.212114,true,false,false,local_tradeoff_only,synthetic
verification-heavy,tool output,offload_full,C_trajectory_dag_memory_fabric,A_conventional_request_model_kv_serving,B_memory_object_aware_runtime,0.108279,0.89858,-0.790301,false,true,false,can_worsen_or_cause_reversal,synthetic
verification-heavy,tool output,recompute_on_demand,C_trajectory_dag_memory_fabric,A_conventional_request_model_kv_serving,B_memory_object_aware_runtime,0.088592,1.12448,-1.035888,false,false,false,local_tradeoff_only,synthetic
verification-heavy,tool output,summary_plus_pointer,C_trajectory_dag_memory_fabric,A_conventional_request_model_kv_serving,B_memory_object_aware_runtime,0.16734,0.847884,-0.680544,true,true,false,can_worsen_or_cause_reversal,synthetic
verification-heavy,trajectory log,lossless_compress,C_trajectory_dag_memory_fabric,A_conventional_request_model_kv_serving,B_memory_object_aware_runtime,0.137387,0.368933,-0.231546,true,false,false,local_tradeoff_only,synthetic
verification-heavy,trajectory log,offload_full,C_trajectory_dag_memory_fabric,A_conventional_request_model_kv_serving,B_memory_object_aware_runtime,0.10075,0.92608,-0.82533,false,true,false,can_worsen_or_cause_reversal,synthetic
verification-heavy,trajectory log,recompute_on_demand,C_trajectory_dag_memory_fabric,A_conventional_request_model_kv_serving,B_memory_object_aware_runtime,0.082432,1.16848,-1.086048,false,false,false,local_tradeoff_only,synthetic
verification-heavy,trajectory log,summary_plus_pointer,C_trajectory_dag_memory_fabric,A_conventional_request_model_kv_serving,B_memory_object_aware_runtime,0.155705,0.864996,-0.709291,true,true,false,can_worsen_or_cause_reversal,synthetic
verification-heavy,verifier state,lossless_compress,C_trajectory_dag_memory_fabric,A_conventional_request_model_kv_serving,B_memory_object_aware_runtime,0.146533,0.343725,-0.197192,true,false,false,local_tradeoff_only,synthetic
verification-heavy,verifier state,offload_full,C_trajectory_dag_memory_fabric,A_conventional_request_model_kv_serving,B_memory_object_aware_runtime,0.107458,0.850455,-0.742997,false,true,false,can_worsen_or_cause_reversal,synthetic
verification-heavy,verifier state,recompute_on_demand,C_trajectory_dag_memory_fabric,A_conventional_request_model_kv_serving,B_memory_object_aware_runtime,0.08792,1.04748,-0.95956,false,false,false,local_tradeoff_only,synthetic
verification-heavy,verifier state,summary_plus_pointer,C_trajectory_dag_memory_fabric,A_conventional_request_model_kv_serving,B_memory_object_aware_runtime,0.166071,0.81794,-0.651869,true,true,false,can_worsen_or_cause_reversal,synthetic
verification-heavy,weights,lossless_compress,C_trajectory_dag_memory_fabric,A_conventional_request_model_kv_serving,B_memory_object_aware_runtime,0.21084,0.2685,-0.05766,true,false,false,local_tradeoff_only,synthetic
verification-heavy,weights,offload_full,C_trajectory_dag_memory_fabric,A_conventional_request_model_kv_serving,B_memory_object_aware_runtime,0.154616,0.6723,-0.517684,false,true,false,can_worsen_or_cause_reversal,synthetic
verification-heavy,weights,recompute_on_demand,C_trajectory_dag_memory_fabric,A_conventional_request_model_kv_serving,B_memory_object_aware_runtime,0.126504,0.8448,-0.718296,false,false,false,local_tradeoff_only,synthetic
verification-heavy,weights,summary_plus_pointer,C_trajectory_dag_memory_fabric,A_conventional_request_model_kv_serving,B_memory_object_aware_runtime,0.238952,0.6564,-0.417448,true,true,false,can_worsen_or_cause_reversal,synthetic
